model_name,input_sentence,generated_output
fine_tuned_bart_trofi,"The mirror [MASK] her reflection, a truth she wasn’t ready to face.","The mirror filled her reflection, a truth she wasn’t ready to face."
fine_tuned_bart_trofi,"The candlelight [MASK] in his eyes, reflecting the warmth of his smile.","The candlelight danced in his eyes, reflecting the warmth of his smile."
fine_tuned_bart_trofi,"The road [MASK] through the hills, winding like a serpent of asphalt.","The road drags through the hills, winding like a serpent of asphalt."
fine_tuned_bart_trofi,"The train tracks [MASK] into the distance, converging into a point of mystery.","The train tracks roll into the distance, converging into a point of mystery."
fine_tuned_bart_trofi,"The snowfall [MASK] the silence, its touch soft and transformative.","The snowfall fills the silence, its touch soft and transformative."
fine_tuned_bart_trofi,"The curtains [MASK] the sunlight, painting the room in shadows.","The curtains absorb the sunlight, painting the room in shadows."
fine_tuned_bart_trofi,"The fog [MASK] the town, a ghostly veil that hid its secrets.","The fog filled the town, a ghostly veil that hid its secrets."
fine_tuned_bart_trofi,The playground [MASK] with joy as children ran and laughed.,The playground filled with joy as children ran and laughed.
fine_tuned_bart_trofi,"The door [MASK] its hinges, a creak that echoed through the hall.","The door kicked its hinges, a creak that echoed through the hall."
fine_tuned_bart_trofi,"The sand [MASK] in the wind, a dance of tiny grains in the air.","The sand dances in the wind, a dance of tiny grains in the air."
fine_tuned_bart_trofi,"The butterfly [MASK] the meadow, a fleeting brush of color.","The butterfly escapes the meadow, a fleeting brush of color."
fine_tuned_bart_trofi,"The mountain trail [MASK] the summit, a promise to the determined.","The mountain trail winds the summit, a promise to the determined."
fine_tuned_bart_trofi,"The fireflies [MASK] in the dusk, tiny beacons of wonder.","The fireflies fly in the dusk, tiny beacons of wonder."
fine_tuned_bart_trofi,"The wind [MASK] the leaves, a chorus of whispers in the forest.","The wind blows the leaves, a chorus of whispers in the forest."
fine_tuned_bart_trofi,"The ice [MASK] the surface of the pond, trapping a world beneath.","The ice melts the surface of the pond, trapping a world beneath."
fine_tuned_bart_trofi,"The lighthouse beam [MASK] through the fog, slicing the darkness.","The lighthouse beam drags through the fog, slicing the darkness."
fine_tuned_bart_trofi,"The waves [MASK] against the rocks, relentless and unyielding.","The waves roll against the rocks, relentless and unyielding."
fine_tuned_bart_trofi,"The violin [MASK] a melody, strings vibrating with emotion.","The violin fills a melody, strings vibrating with emotion."
fine_tuned_bart_trofi,"The sunrise [MASK] the peaks, a gentle unveiling of the day.","The sunrise fills the peaks, a gentle unveiling of the day."
fine_tuned_bart_trofi,"The bookshop [MASK] with stories, its shelves groaning under the weight of words.","The bookshop filled with stories, its shelves groaning under the weight of words."
fine_tuned_bart_trofi,"The campfire [MASK] under the stars, a beacon of warmth in the wilderness.","The campfire rests under the stars, a beacon of warmth in the wilderness."
fine_tuned_bart_trofi,"The streetlamp [MASK] the sidewalk, casting pools of light in the night.","The streetlamp fills the sidewalk, casting pools of light in the night."
fine_tuned_bart_trofi,"The forest path [MASK] the shadows, a portal to another realm.","The forest path fills the shadows, a portal to another realm."
fine_tuned_bart_trofi,"The balloon [MASK] into the sky, a solitary traveler on the wind.","The balloon drags into the sky, a solitary traveler on the wind."
fine_tuned_bart_trofi,"The meadow [MASK] with daisies, a carpet of white and yellow.","The meadow fills with daisies, a carpet of white and yellow."
fine_tuned_bart_trofi,"The ferry [MASK] the river, ferrying dreams across the water.","The ferry rolls the river, ferrying dreams across the water."
fine_tuned_bart_trofi,"The storm clouds [MASK] the horizon, a harbinger of nature's wrath.","The storm clouds roll over the horizon, a harbinger of nature's wrath."
fine_tuned_bart_trofi,"The stars [MASK] above, a canvas of infinite wonder.","The stars fill above, a canvas of infinite wonder."
fine_tuned_bart_trofi,"The campfire smoke [MASK] the air, carrying the scent of stories untold.","The campfire smoke fills the air, carrying the scent of stories untold."
fine_tuned_bart_trofi,"The bell [MASK] through the village, summoning all to gather.","The bell rained through the village, summoning all to gather."
fine_tuned_bart_trofi,"The eagle [MASK] the mountains, its gaze piercing and majestic.","The eagle rests atop the mountains, its gaze piercing and majestic."
fine_tuned_bart_trofi,"The vines [MASK] the old stone wall, reclaiming what time forgot.","The vines rip the old stone wall, reclaiming what time forgot."
fine_tuned_bart_trofi,"The rain [MASK] the streets, rivers flowing where there were none.","The rain poured down the streets, rivers flowing where there were none."
fine_tuned_bart_trofi,"The cobblestones [MASK] with history, each step a journey through time.","The cobblestones fill with history, each step a journey through time."
fine_tuned_bart_trofi,"The willow [MASK] over the pond, a weeping guardian of its waters.","The willow steps over the pond, a weeping guardian of its waters."
fine_tuned_bart_trofi,"The lantern [MASK] the alleyway, casting long shadows on the cobbles.","The lantern fills the alleyway, casting long shadows on the cobbles."
fine_tuned_bart_trofi,"The storm [MASK] through the valley, a fierce display of untamed power.","The storm rained through the valley, a fierce display of untamed power."
fine_tuned_bart_trofi,"The leaves [MASK] the ground, creating a mosaic of autumn hues.","The leaves dance the ground, creating a mosaic of autumn hues."
fine_tuned_bart_trofi,"The owl [MASK] the night, its call a haunting melody.","The owl sleeps the night, its call a haunting melody."
fine_tuned_bart_trofi,"The carnival [MASK] with laughter, lights, and music that enchanted the night.","The carnival filled with laughter, lights, and music that enchanted the night."
fine_tuned_bart_trofi,"The bridge [MASK] the river, uniting the banks in steadfast connection.","The bridge flows the river, uniting the banks in steadfast connection."
fine_tuned_bart_trofi,"The theater [MASK] with anticipation, the stage set for stories to unfold.","The theater filled with anticipation, the stage set for stories to unfold."
fine_tuned_bart_trofi,"The moonlight [MASK] the landscape, turning night into a silver dream.","The moonlight fills the landscape, turning night into a silver dream."
fine_tuned_bart_trofi,"The castle [MASK] on the hill, a relic of a forgotten age.","The castle rests on the hill, a relic of a forgotten age."
fine_tuned_bart_trofi,"The marketplace [MASK] with life, every stall a world of its own.","The marketplace fills with life, every stall a world of its own."
fine_tuned_bart_trofi,"The fireworks [MASK] the sky, blossoms of color that faded too soon.","The fireworks filled the sky, blossoms of color that faded too soon."
fine_tuned_bart_trofi,"The garden path [MASK] into the distance, leading to secrets untold.","The garden path drags into the distance, leading to secrets untold."
fine_tuned_bart_trofi,"The waves [MASK] the shore, a lullaby for the restless night.","The waves roll the shore, a lullaby for the restless night."
fine_tuned_bart_trofi,"The clock hands [MASK] ever onward, relentless in their march.","The clock hands roll ever onward, relentless in their march."
fine_tuned_bart_trofi,"The curtain [MASK] the stage, revealing the world of make-believe.","The curtain surrounds the stage, revealing the world of make-believe."
fine_tuned_bart_trofi,"The snowfall [MASK] the rooftops, cloaking the town in quiet magic.","The snowfall melted the rooftops, cloaking the town in quiet magic."
fine_tuned_bart_trofi,"The child’s imagination [MASK] beyond the stars, dreaming of impossible things.","The child’s imagination flies beyond the stars, dreaming of impossible things."
fine_tuned_bart_trofi,"The meadow [MASK] with wildflowers, a kaleidoscope of color and fragrance.","The meadow fills with wildflowers, a kaleidoscope of color and fragrance."
fine_tuned_bart_trofi,"The autumn breeze [MASK] leaves through the air, a dance of red and gold.","The autumn breeze blows leaves through the air, a dance of red and gold."
fine_tuned_bart_trofi,"The river stones [MASK] the water’s edge, polished smooth by time.","The river stones ride the water’s edge, polished smooth by time."
fine_tuned_bart_trofi,"The candle’s flame [MASK] in the dark, a fragile sentinel of light.","The candle’s flame stinks in the dark, a fragile sentinel of light."
fine_tuned_bart_trofi,"The festival [MASK] with colors, music, and joy that knew no bounds.","The festival filled with colors, music, and joy that knew no bounds."
fine_tuned_bart_trofi,"The lighthouse [MASK] the rocky shore, a sentinel against the storm.","The lighthouse rests on the rocky shore, a sentinel against the storm."
fine_tuned_bart_trofi,"The morning dew [MASK] the grass, diamonds that vanished with the sun.","The morning dew melted the grass, diamonds that vanished with the sun."
fine_tuned_bart_trofi,"The clouds [MASK] over the horizon, painting the sky in strokes of gray.","The clouds roll over the horizon, painting the sky in strokes of gray."
fine_tuned_bart_trofi,"The attic [MASK] with forgotten memories, dust coating the relics of yesteryears.","The attic filled with forgotten memories, dust coating the relics of yesteryears."
fine_tuned_bart_trofi,"The river [MASK] its journey through the valley, carving stories into the earth.","The river continues its journey through the valley, carving stories into the earth."
fine_tuned_bart_trofi,"The candle [MASK] its warmth, a fragile guardian against the dark.","The candle rests its warmth, a fragile guardian against the dark."
fine_tuned_bart_trofi,"The forest [MASK] with whispers, the wind telling secrets to the trees.","The forest fills with whispers, the wind telling secrets to the trees."
fine_tuned_bart_trofi,"The dawn [MASK] the horizon, casting golden promises over the waking world.","The dawn fills the horizon, casting golden promises over the waking world."
fine_tuned_bart_trofi,"The fire [MASK] in the hearth, a crackling heart of warmth and life.","The fire rests in the hearth, a crackling heart of warmth and life."
fine_tuned_bart_trofi,"The meadow [MASK] under the starlight, a sea of shadows and dreams.","The meadow drags under the starlight, a sea of shadows and dreams."
fine_tuned_bart_trofi,"The waterfall [MASK] into the pool below, a symphony of ceaseless motion.","The waterfall flows into the pool below, a symphony of ceaseless motion."
fine_tuned_bart_trofi,"The mountain [MASK] the sky, its peak a silent witness to the heavens.","The mountain fills the sky, its peak a silent witness to the heavens."
fine_tuned_bart_trofi,"The city [MASK] to life, its streets buzzing with the hum of humanity.","The city springs to life, its streets buzzing with the hum of humanity."
fine_tuned_bart_trofi,"The tree [MASK] its roots into the earth, a silent testament to resilience.","The tree roots its roots into the earth, a silent testament to resilience."
fine_tuned_bart_trofi,"The shore [MASK] with shells, each one a fragment of the ocean's story.","The shore filled with shells, each one a fragment of the ocean's story."
fine_tuned_bart_trofi,Rain [MASK] against the window.,Rain rained against the window.
fine_tuned_bart_trofi,A kite [MASK] into the sky.,A kite flies into the sky.
fine_tuned_bart_trofi,Clouds [MASK] across the horizon.,Clouds pour across the horizon.
fine_tuned_bart_trofi,Birds [MASK] in formation.,Birds fly in formation.
fine_tuned_bart_trofi,A riverbank [MASK] under the floodwaters.,A riverbank flows under the floodwaters.
fine_tuned_bart_trofi,Sunlight [MASK] through the branches.,Sunlight flows through the branches.
fine_tuned_bart_trofi,Ants [MASK] across the forest floor.,Ants roll across the forest floor.
fine_tuned_bart_trofi,Flames [MASK] in the fireplace.,Flames poured in the fireplace.
fine_tuned_bart_trofi,Leaves [MASK] to the ground.,Leaves roll to the ground.
fine_tuned_bart_trofi,Music [MASK] from the speakers.,Music poured from the speakers.
fine_tuned_bart_trofi,Mountains [MASK] into the mist.,Mountain flows into the mist.
fine_tuned_bart_trofi,A clock [MASK] away quietly.,A clock ticks away quietly.
fine_tuned_bart_trofi,Words [MASK] on the page.,Words pour on the page.
fine_tuned_bart_trofi,A shadow [MASK] along the wall.,A shadow drags along the wall.
fine_tuned_bart_trofi,Lightning [MASK] across the sky.,Lightning poured across the sky.
fine_tuned_bart_trofi,Footsteps [MASK] in the empty hall.,Footsteps fill in the empty hall.
fine_tuned_bart_trofi,A whisper [MASK] through the trees.,A whisper drags through the trees.
fine_tuned_bart_trofi,Waves [MASK] over the rocks.,Waves roll over the rocks.
fine_tuned_bart_trofi,Frost [MASK] the windowpane.,Frost melted the windowpane.
fine_tuned_bart_trofi,A ship [MASK] across the water.,A ship rolls across the water.
fine_tuned_bart_trofi,Lanterns [MASK] the cobblestone street.,L Lanterns fly the cobblestone street.
fine_tuned_bart_trofi,Eyes [MASK] into the distance.,Eyes roll into the distance.
fine_tuned_bart_trofi,Roots [MASK] deep into the earth.,Roots dig deep into the earth.
fine_tuned_bart_trofi,An echo [MASK] in the cavern.,An echo fills in the cavern.
fine_tuned_bart_trofi,A candle [MASK] against the wind.,A candle rests against the wind.
fine_tuned_bart_trofi,Cloud shadows [MASK] over the fields.,Cloud shadows roll over the fields.
fine_tuned_bart_trofi,A waterfall [MASK] into the pool.,A waterfall flows into the pool.
fine_tuned_bart_trofi,Stars [MASK] above.,Stars fly above.
fine_tuned_bart_trofi,Branches [MASK] under the weight of the snow.,Branches roll under the weight of the snow.
fine_tuned_bart_trofi,Voices [MASK] in the crowd.,Voices filled in the crowd.
fine_tuned_bart_trofi,Dreams [MASK] through her mind.,Dreams fly through her mind.
fine_tuned_bart_trofi,A river [MASK] through the canyon.,A river flows through the canyon.
fine_tuned_bart_trofi,Whispers [MASK] in the wind.,Whispers fly in the wind.
fine_tuned_bart_trofi,Mountains [MASK] against the sky.,Mountains roll against the sky.
fine_tuned_bart_trofi,Smoke [MASK] into the air.,Smoke poured into the air.
fine_tuned_bart_trofi,Footprints [MASK] in the sand.,Footprints stick in the sand.
fine_tuned_bart_trofi,Ripples [MASK] across the pond.,Ripples rained across the pond.
fine_tuned_bart_trofi,Voices [MASK] around the campfire.,Voices fill around the campfire.
fine_tuned_bart_trofi,A breeze [MASK] through the garden.,A breeze flows through the garden.
fine_tuned_bart_trofi,Rain [MASK] the earth.,Rain rained down the earth.
fine_tuned_bart_trofi,Branches [MASK] into the heavens.,Branches pour into the heavens.
fine_tuned_bart_trofi,Eyes [MASK] with curiosity.,Eyes filled with curiosity.
fine_tuned_bart_trofi,Tides [MASK] on the shore.,Tides roll on the shore.
fine_tuned_bart_trofi,Colors [MASK] across the canvas.,Colors fly across the canvas.
fine_tuned_bart_trofi,Dreams [MASK] to life in her journal.,Dreams come to life in her journal.
fine_tuned_bart_trofi,A whisper [MASK] in the silence.,A whisper fills in the silence.
fine_tuned_bart_trofi,Hills [MASK] in the distance.,Hills roll in the distance.
fine_tuned_bart_trofi,Reflections [MASK] on the water.,Reflections pour on the water.
fine_tuned_bart_trofi,Bells [MASK] in the distance.,Bells fly in the distance.
fine_tuned_bart_trofi,A melody [MASK] through the room.,A melody drags through the room.
fine_tuned_bart_trofi,Wind [MASK] through the open window.,Wind blows through the open window.
fine_tuned_bart_trofi,Streams [MASK] down the mountain.,Streams roll down the mountain.
fine_tuned_bart_trofi,Fog [MASK] the valley.,Fog poured the valley.
fine_tuned_bart_trofi,Stars [MASK] in the night sky.,Stars fill in the night sky.
fine_tuned_bart_trofi,Laughter [MASK] across the courtyard.,Laughter rained across the courtyard.
fine_tuned_bart_trofi,Shadows [MASK] behind the trees.,Shadows fly behind the trees.
fine_tuned_bart_trofi,Candles [MASK] in the dark room.,Candles fill in the dark room.
fine_tuned_bart_trofi,Steps [MASK] down the staircase.,Steps roll down the staircase.
fine_tuned_bart_trofi,Mist [MASK] the morning air.,Mist filled the morning air.
fine_tuned_bart_trofi,Time [MASK] through their hands.,Time passed through their hands.
fine_tuned_bart_trofi,Dreams [MASK] into the night.,Dreams roll into the night.
fine_tuned_bart_trofi,Echoes [MASK] through the tunnel.,Echoes pour through the tunnel.
fine_tuned_bart_trofi,Roots [MASK] through the soil.,Roots flow through the soil.
fine_tuned_bart_trofi,Stories [MASK] from the fireplace.,Stories pour from the fireplace.
fine_tuned_bart_trofi,Tides [MASK] on the rocky shore.,Tides roll on the rocky shore.
fine_tuned_bart_trofi,Colors [MASK] over the horizon.,Colors fly over the horizon.
fine_tuned_bart_trofi,Birdsong [MASK] in the quiet forest.,Birdsong sleep in the quiet forest.
fine_tuned_bart_trofi,Fog [MASK] over the hills.,Fog poured over the hills.
fine_tuned_bart_trofi,A comet [MASK] across the stars.,A comet streaked across the stars.
fine_tuned_bart_trofi,Snow [MASK] over the rooftops.,Snow poured over the rooftops.
fine_tuned_bart_trofi,Whispers [MASK] through the empty house.,Whispers pour through the empty house.
fine_tuned_bart_trofi,Streams [MASK] through the woods.,Streams flow through the woods.
fine_tuned_bart_trofi,Dreams [MASK] across the pillow.,Dreams roll across the pillow.
fine_tuned_bart_trofi,Sunlight [MASK] on the mountain peak.,Sunlight shines on the mountain peak.
fine_tuned_bart_trofi,Leaves [MASK] on the forest floor.,Leaves roll on the forest floor.
fine_tuned_bart_trofi,Thunder [MASK] in the distance.,Thunder rained in the distance.
fine_tuned_bart_trofi,Ice [MASK] across the pond.,Ice poured across the pond.
fine_tuned_bart_trofi,Footsteps [MASK] on the wet ground.,Footsteps rained on the wet ground.
fine_tuned_bart_trofi,A bell [MASK] through the village.,A bell rings through the village.
fine_tuned_bart_trofi,A flame [MASK] in the lantern.,A flame escapes in the lantern.
fine_tuned_bart_trofi,Ripples [MASK] in the calm water.,Ripples rained in the calm water.
fine_tuned_bart_trofi,Voices [MASK] in the crowded room.,Voices fill in the crowded room.
fine_tuned_bart_trofi,Clouds [MASK] over the skyline.,Clouds pour over the skyline.
fine_tuned_bart_trofi,Wind [MASK] against the shutters.,Wind rained against the shutters.
fine_tuned_bart_trofi,Rain [MASK] on the dry earth.,Rain rained on the dry earth.
fine_tuned_bart_trofi,Sunbeams [MASK] through the open blinds.,Sunbeams pour through the open blinds.
fine_tuned_bart_trofi,Footprints [MASK] in the soft mud.,Footprints roll in the soft mud.
fine_tuned_bart_trofi,The tide [MASK] against the harbor wall.,The tide rolls against the harbor wall.
fine_tuned_bart_trofi,Echoes [MASK] in the deep cave.,Echoes echo in the deep cave.
fine_tuned_bart_trofi,Snowflakes [MASK] onto the cold ground.,Snowflakes roll onto the cold ground.
fine_tuned_bart_trofi,Shadows [MASK] over the busy street.,Shadows roll over the busy street.
fine_tuned_bart_trofi,Lanterns [MASK] in the quiet alley.,L Lanterns fly in the quiet alley.
fine_tuned_bart_trofi,Stars [MASK] beyond the horizon.,Stars fly beyond the horizon.
fine_tuned_bart_trofi,A stream [MASK] down the hillside.,A stream flows down the hillside.
fine_tuned_bart_trofi,Fog [MASK] through the forest.,Fog drags through the forest.
fine_tuned_bart_trofi,The tide [MASK] against the cliffs.,The tide rained against the cliffs.
fine_tuned_bart_trofi,Sunbeams [MASK] over the meadow.,Sunbeams fly over the meadow.
fine_tuned_bart_trofi,Leaves [MASK] in the autumn breeze.,Leaves roll in the autumn breeze.
fine_tuned_bart_trofi,Shadows [MASK] over the cobblestones.,Shadows roll over the cobblestones.
fine_tuned_bart_trofi,A stream [MASK] through the valley.,A stream flows through the valley.
fine_tuned_bart_combined_df,"The ocean [MASK] against the cliffs, roaring its eternal song.","The ocean rained against the cliffs, roaring its eternal song."
fine_tuned_bart_combined_df,The garden [MASK] with colors as the flowers greeted the sun.,The garden glazed with colors as the flowers greeted the sun.
fine_tuned_bart_combined_df,"The airplane [MASK] through the sky, leaving a trail of whispers behind.","The airplane streaked through the sky, leaving a trail of whispers behind."
fine_tuned_bart_combined_df,"The dog [MASK] through the field, a blur of fur and joy.","The dog swept through the field, a blur of fur and joy."
fine_tuned_bart_combined_df,The sky [MASK] a mosaic of pink and orange as the day turned to night.,The sky turned a mosaic of pink and orange as the day turned to night.
fine_tuned_bart_combined_df,"The rain [MASK] on the roof, a rhythmic lullaby to the weary.","The rain rained on the roof, a rhythmic lullaby to the weary."
fine_tuned_bart_combined_df,"The path [MASK] through the forest, inviting travelers into its mystery.","The path snakes through the forest, inviting travelers into its mystery."
fine_tuned_bart_combined_df,"The flame [MASK] in the lantern, a quiet guardian of the night.","The flame danced in the lantern, a quiet guardian of the night."
fine_tuned_bart_combined_df,"The snow [MASK] the rooftops, wrapping the world in a pristine blanket.","The snow melted the rooftops, wrapping the world in a pristine blanket."
fine_tuned_bart_combined_df,The riverbank [MASK] with laughter as children played by the water.,The riverbank rained with laughter as children played by the water.
fine_tuned_bart_combined_df,"The bridge [MASK] the past and the future, connecting time and space.","The bridge bridges the past and the future, connecting time and space."
fine_tuned_bart_combined_df,"The stars [MASK] in the velvet night, guardians of ancient stories.","The stars danced in the velvet night, guardians of ancient stories."
fine_tuned_bart_combined_df,"The old photo [MASK] on the mantelpiece, a silent witness to forgotten times.","The old photo rests on the mantelpiece, a silent witness to forgotten times."
fine_tuned_bart_combined_df,"The moon [MASK] the lake’s surface, a spotlight for the nocturnal world.","The moon bathed the lake’s surface, a spotlight for the nocturnal world."
fine_tuned_bart_combined_df,"The clouds [MASK] their burden on the earth, nourishing the soil below.","The clouds rest their burden on the earth, nourishing the soil below."
fine_tuned_bart_combined_df,"The tree [MASK] its shadow on the ground, a refuge from the blazing sun.","The tree casts its shadow on the ground, a refuge from the blazing sun."
fine_tuned_bart_combined_df,The library [MASK] a treasure trove of forgotten worlds and unseen adventures.,The library holds a treasure trove of forgotten worlds and unseen adventures.
fine_tuned_bart_combined_df,"The clock tower [MASK] its chime, marking the march of time.","The clock tower chimed its chime, marking the march of time."
fine_tuned_bart_combined_df,The musician [MASK] the silence with notes that danced in the air.,The musician broke the silence with notes that danced in the air.
fine_tuned_bart_combined_df,"The lighthouse [MASK] the sailors home, a beacon of hope in the dark.","The lighthouse welcomed the sailors home, a beacon of hope in the dark."
fine_tuned_bart_combined_df,The fields [MASK] a golden sea as the wheat swayed with the breeze.,The fields rose a golden sea as the wheat swayed with the breeze.
fine_tuned_bart_combined_df,"The kite [MASK] the sky, tethered yet free.","The kite danced the sky, tethered yet free."
fine_tuned_bart_combined_df,"The book [MASK] into her imagination, painting vivid pictures of another world.","The book pours into her imagination, painting vivid pictures of another world."
fine_tuned_bart_combined_df,"The raindrops [MASK] on the petals, jewels that adorned nature's crown.","The raindrops danced on the petals, jewels that adorned nature's crown."
fine_tuned_bart_combined_df,The horizon [MASK] the promise of a new beginning as dawn broke.,The horizon offered the promise of a new beginning as dawn broke.
fine_tuned_bart_combined_df,"The cityscape [MASK] the skyline, a symphony of steel and glass.","The cityscape fills the skyline, a symphony of steel and glass."
fine_tuned_bart_combined_df,"The bench [MASK] under the tree, waiting for someone to share its solitude.","The bench rests under the tree, waiting for someone to share its solitude."
fine_tuned_bart_combined_df,"The storm [MASK] the trees, their branches bending in reluctant surrender.","The storm rained on the trees, their branches bending in reluctant surrender."
fine_tuned_bart_combined_df,"The mirror [MASK] her reflection, a truth she wasn’t ready to face.","The mirror reflected her reflection, a truth she wasn’t ready to face."
fine_tuned_bart_combined_df,"The candlelight [MASK] in his eyes, reflecting the warmth of his smile.","The candlelight danced in his eyes, reflecting the warmth of his smile."
fine_tuned_bart_combined_df,"The road [MASK] through the hills, winding like a serpent of asphalt.","The road snakes through the hills, winding like a serpent of asphalt."
fine_tuned_bart_combined_df,"The train tracks [MASK] into the distance, converging into a point of mystery.","The train tracks fade into the distance, converging into a point of mystery."
fine_tuned_bart_combined_df,"The snowfall [MASK] the silence, its touch soft and transformative.","The snowfall broke the silence, its touch soft and transformative."
fine_tuned_bart_combined_df,"The curtains [MASK] the sunlight, painting the room in shadows.","The curtains caught the sunlight, painting the room in shadows."
fine_tuned_bart_combined_df,"The fog [MASK] the town, a ghostly veil that hid its secrets.","The fog shrouded the town, a ghostly veil that hid its secrets."
fine_tuned_bart_combined_df,The playground [MASK] with joy as children ran and laughed.,The playground filled with joy as children ran and laughed.
fine_tuned_bart_combined_df,"The door [MASK] its hinges, a creak that echoed through the hall.","The door jerked its hinges, a creak that echoed through the hall."
fine_tuned_bart_combined_df,"The sand [MASK] in the wind, a dance of tiny grains in the air.","The sand danced in the wind, a dance of tiny grains in the air."
fine_tuned_bart_combined_df,"The butterfly [MASK] the meadow, a fleeting brush of color.","The butterfly sweeps the meadow, a fleeting brush of color."
fine_tuned_bart_combined_df,"The mountain trail [MASK] the summit, a promise to the determined.","The mountain trail climbed the summit, a promise to the determined."
fine_tuned_bart_combined_df,"The fireflies [MASK] in the dusk, tiny beacons of wonder.","The fireflies danced in the dusk, tiny beacons of wonder."
fine_tuned_bart_combined_df,"The wind [MASK] the leaves, a chorus of whispers in the forest.","The wind whistled the leaves, a chorus of whispers in the forest."
fine_tuned_bart_combined_df,"The ice [MASK] the surface of the pond, trapping a world beneath.","The ice melts the surface of the pond, trapping a world beneath."
fine_tuned_bart_combined_df,"The lighthouse beam [MASK] through the fog, slicing the darkness.","The lighthouse beam danced through the fog, slicing the darkness."
fine_tuned_bart_combined_df,"The waves [MASK] against the rocks, relentless and unyielding.","The waves rained against the rocks, relentless and unyielding."
fine_tuned_bart_combined_df,"The violin [MASK] a melody, strings vibrating with emotion.","The violin fills a melody, strings vibrating with emotion."
fine_tuned_bart_combined_df,"The sunrise [MASK] the peaks, a gentle unveiling of the day.","The sunrise rose the peaks, a gentle unveiling of the day."
fine_tuned_bart_combined_df,"The bookshop [MASK] with stories, its shelves groaning under the weight of words.","The bookshop filled with stories, its shelves groaning under the weight of words."
fine_tuned_bart_combined_df,"The campfire [MASK] under the stars, a beacon of warmth in the wilderness.","The campfire blazed under the stars, a beacon of warmth in the wilderness."
fine_tuned_bart_combined_df,"The streetlamp [MASK] the sidewalk, casting pools of light in the night.","The streetlamp blazed the sidewalk, casting pools of light in the night."
fine_tuned_bart_combined_df,"The forest path [MASK] the shadows, a portal to another realm.","The forest path fills the shadows, a portal to another realm."
fine_tuned_bart_combined_df,"The balloon [MASK] into the sky, a solitary traveler on the wind.","The balloon rose into the sky, a solitary traveler on the wind."
fine_tuned_bart_combined_df,"The meadow [MASK] with daisies, a carpet of white and yellow.","The meadow glazed with daisies, a carpet of white and yellow."
fine_tuned_bart_combined_df,"The ferry [MASK] the river, ferrying dreams across the water.","The ferry swept the river, ferrying dreams across the water."
fine_tuned_bart_combined_df,"The storm clouds [MASK] the horizon, a harbinger of nature's wrath.","The storm clouds blazed the horizon, a harbinger of nature's wrath."
fine_tuned_bart_combined_df,"The stars [MASK] above, a canvas of infinite wonder.","The stars fill above, a canvas of infinite wonder."
fine_tuned_bart_combined_df,"The campfire smoke [MASK] the air, carrying the scent of stories untold.","The campfire smoke filled the air, carrying the scent of stories untold."
fine_tuned_bart_combined_df,"The bell [MASK] through the village, summoning all to gather.","The bell rained through the village, summoning all to gather."
fine_tuned_bart_combined_df,"The eagle [MASK] the mountains, its gaze piercing and majestic.","The eagle stared the mountains, its gaze piercing and majestic."
fine_tuned_bart_combined_df,"The vines [MASK] the old stone wall, reclaiming what time forgot.","The vines clogged the old stone wall, reclaiming what time forgot."
fine_tuned_bart_combined_df,"The rain [MASK] the streets, rivers flowing where there were none.","The rain poured the streets, rivers flowing where there were none."
fine_tuned_bart_combined_df,"The cobblestones [MASK] with history, each step a journey through time.","The cobblestones flow with history, each step a journey through time."
fine_tuned_bart_combined_df,"The willow [MASK] over the pond, a weeping guardian of its waters.","The willow slithers over the pond, a weeping guardian of its waters."
fine_tuned_bart_combined_df,"The lantern [MASK] the alleyway, casting long shadows on the cobbles.","The lantern swept the alleyway, casting long shadows on the cobbles."
fine_tuned_bart_combined_df,"The storm [MASK] through the valley, a fierce display of untamed power.","The storm swept through the valley, a fierce display of untamed power."
fine_tuned_bart_combined_df,"The leaves [MASK] the ground, creating a mosaic of autumn hues.","The leaves sweep the ground, creating a mosaic of autumn hues."
fine_tuned_bart_combined_df,"The owl [MASK] the night, its call a haunting melody.","The owl drags the night, its call a haunting melody."
fine_tuned_bart_combined_df,"The carnival [MASK] with laughter, lights, and music that enchanted the night.","The carnival filled with laughter, lights, and music that enchanted the night."
fine_tuned_bart_combined_df,"The bridge [MASK] the river, uniting the banks in steadfast connection.","The bridge rejoiced the river, uniting the banks in steadfast connection."
fine_tuned_bart_combined_df,"The theater [MASK] with anticipation, the stage set for stories to unfold.","The theater filled with anticipation, the stage set for stories to unfold."
fine_tuned_bart_combined_df,"The moonlight [MASK] the landscape, turning night into a silver dream.","The moonlight blazed the landscape, turning night into a silver dream."
fine_tuned_bart_combined_df,"The castle [MASK] on the hill, a relic of a forgotten age.","The castle sits on the hill, a relic of a forgotten age."
fine_tuned_bart_combined_df,"The marketplace [MASK] with life, every stall a world of its own.","The marketplace fills with life, every stall a world of its own."
fine_tuned_bart_combined_df,"The fireworks [MASK] the sky, blossoms of color that faded too soon.","The fireworks filled the sky, blossoms of color that faded too soon."
fine_tuned_bart_combined_df,"The garden path [MASK] into the distance, leading to secrets untold.","The garden path blazed into the distance, leading to secrets untold."
fine_tuned_bart_combined_df,"The waves [MASK] the shore, a lullaby for the restless night.","The waves drifted the shore, a lullaby for the restless night."
fine_tuned_bart_combined_df,"The clock hands [MASK] ever onward, relentless in their march.","The clock hands us ever onward, relentless in their march."
